compra,dataAssinatura,dataFimVigencia,dataInicioVigencia,dataPublicacaoDOU,fornecedor,fundamentoLegal,id,modalidadeCompra,numero,numeroProcesso,objeto,situacaoContrato,unidadeGestora,unidadeGestoraCompras,valorFinalCompra,valorInicialCompra
"{'numero': '900092024', 'objeto': 'Contratação centralizada de prestação de Serviço Telefônico Fixo Comutado - STFC, para a realização e o recebimento de ligações nas modalidades Local (LL), Longa Distância Nacional (LDN) e Longa Distância Internacional (LDI) , instalação de Entroncamento E1 compatível com os equipamentos existentes nesta Instituição em endereço localizado em Brasília - DF, assinatura de 400 (quatrocentos) ramais DDR, no formato MCDU, e serviço de instalação/mudança de endereço.', 'numeroProcesso': '48051005539202119', 'contatoResponsavel': ''}",2024-09-25,2026-09-25,2024-09-25,2024-10-01,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,672158817,Sem Informação,000522024,Sem informação,"Objeto: PRESTAÇÃO DE SERVIÇO TELEFÔNICO FIXO COMUTADO - STFC, PARA A REALIZAÇÃO E O RECEBIMENTO DE LIGAÇÕES NAS MODALIDADES LOCAL (LL), LONGA DISTÂNCIA NACIONAL (LDN) E LONGA DISTÂNCIA INTERNACIONAL (LDI), INSTALAÇÃO DE ENTRONCAMENTO E1 COMPATÍVEL  COM OS EQUIPAMENTOS EXISTENTES NESTA INSTITUIÇÃO EM ENDEREÇO LOCALIZADO EM BRASÍLIA - DF, ASSINATURA DE 400 (QUATROCENTOS) RAMAIS DDR, NO FORMATO MCDU, E SERVIÇO DE INSTALAÇÃO/MUDANÇA DE ENDEREÇO",Não se aplica,"{'codigo': '323102', 'nome': 'AGENCIA NACIONAL DE MINERACAO - DF', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '32396', 'cnpj': '29406625000130', 'sigla': 'ANM', 'nome': 'Agência Nacional de Mineração'}, 'orgaoMaximo': {'codigo': '32000', 'sigla': 'MME', 'nome': 'Ministério de Minas e Energia'}}","{'codigo': '323102', 'nome': 'AGENCIA NACIONAL DE MINERAÇÃO - DF', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '32396', 'cnpj': '', 'sigla': '', 'nome': 'AGENCIA NACIONAL DE MINERAÇÃO'}, 'orgaoMaximo': {'codigo': '32396', 'sigla': '', 'nome': 'AGENCIA NACIONAL DE MINERAÇÃO'}}",32484.0,32484.0
"{'numero': '000292021', 'objeto': 'Objeto: Contratação de serviço de internet banda larga com IP Dinâmico, com velocidade de 300Mb, para atender as necessidades da SFPC do 2º Batalhão de Engenharia de Combate. Local de instalação: Rua General Júlio Salgado, 745 - Santana -  Pindamonhangaba/SP', 'numeroProcesso': '64031005346202152', 'contatoResponsavel': 'HENRIQUE VIDAL LOPEZ PEDROSA'}",2021-09-24,2022-09-24,2021-09-24,2021-09-27,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,672853676,Dispensa de Licitação,000202021,Sem informação,"Objeto: CONTRATAÇÃO DE SERVIÇO DE INTERNET PARA A SEÇÃO DE FISCALIZAÇÃO DE PRODUTOS CONTROLADOS (SFPC-2.04), DO 2º BATALHÃO DE ENGENHARIA DE COMBATE, VISANDO O FORNECIMENTO DE INTERNET BANDA LARGA PARA FUNCIONAMENTO DA REFERIDA SEÇÃO, CONFORME CONDIÇÕES, QUANTIDADES, EXIGÊNCIAS E ESTIMATIVAS, ESTABELECIDAS NESTE INSTRUMENTO:",Não se aplica,"{'codigo': '160477', 'nome': '2 BATALHAO DE ENGENHARIA DE COMBATE', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52121', 'cnpj': '00394452000103', 'sigla': 'CMDO EXÉRCITO', 'nome': 'Comando do Exército'}, 'orgaoMaximo': {'codigo': '52000', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa'}}","{'codigo': '160477', 'nome': '2 BATALHAO DE ENGENHARIA DE COMBATE', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52121', 'cnpj': '', 'sigla': '', 'nome': 'COMANDO DO EXERCITO'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",1559.88,1559.88
"{'numero': '900302024', 'objeto': 'Contratação de Serviço Telefônico Fixo Comutado (STFC). ', 'numeroProcesso': '23006000519202419', 'contatoResponsavel': ''}",2024-08-15,2025-10-24,2024-10-24,2024-08-16,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,672162593,Sem Informação,000232024,Sem informação,"Objeto: CONTRATAÇÃO DE SERVIÇOS COMUNS DE SERVIÇO TELEFÔNICO FIXO COMUTADO (STFC) COM DISCAGEM DIRETA AO RAMAL (DDR) E PORTABILIDADE NUMÉRICA, PARA CHAMADAS FIXO-FIXO E FIXO-MÓVEL PARA QUALQUER OPERADORA, SENDO ESTAS ILIMITADAS (PACOTE DE MINUTOS ILIMITADOS) NAS MODALIDADES LOCAL E LONGA DISTÂNCIA NACIONAL (LDN) E TARIFADAS POR MINUTO EFETUADO PARA CHAMADAS LONGA DISTÂNCIA INTERNACIONAL (LDI), PARA OS CAMPI DA UNIVERSIDADE FEDERAL DO ABC, LOCALIZADOS NOS MUNICÍPIOS DE SANTO ANDRÉ E SÃO BERNARDO DO CAMPO DO ESTADO D",Não se aplica,"{'codigo': '154503', 'nome': 'FUNDACAO UNIVERSIDADE FEDERAL DO ABC', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '26352', 'cnpj': '07722779000106', 'sigla': 'UFABC', 'nome': 'Fundação Universidade Federal do ABC'}, 'orgaoMaximo': {'codigo': '26000', 'sigla': 'MEC', 'nome': 'Ministério da Educação'}}","{'codigo': '154503', 'nome': 'FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '26352', 'cnpj': '', 'sigla': '', 'nome': 'FUNDACAO UNIVERSIDADE FEDERAL DO ABC'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",9244.44,9244.44
"{'numero': '000352013', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação de empresa especializada para prestação de serviços de Telefonia Móvel (Serviço Móvel Pessoal - SMP), para comunicação de voz e dados, via rede móvel disponível nacionalmente com tecnologia digital, na modalidade tipo Plano corporativo Pós-pago, com fornecimento de SIMCARDs, aparelhos telefônicos celulares e assessórios, sob a forma de comodato, para atender às necessidades das unidades da AGU nos Estados do Rio de Janeiro e Espirito Santo.', 'numeroProcesso': '00592000846201350', 'contatoResponsavel': 'JOAO ALVES DE ABREU'}",2014-02-10,2016-02-10,2014-02-10,2014-03-17,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: lEI Nº 8.666/93 atualizada.,671640551,Pregão - Registro de Preço,12014,Sem informação,"Objeto: Registro de preços para contratação  de empresa especializada em serviços de telefonia móvel, para atender às necessiades da   Advocacia-Geral da União jurisdicionada à SAD/PE.",Publicado,"{'codigo': '110096', 'nome': 'SUPERINTENDENCIA REG. DE ADMIN. DA 5ª REGIAO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '63000', 'cnpj': '26994558000123', 'sigla': 'AGU', 'nome': 'Advocacia-Geral da União - Unidades com vínculo direto'}, 'orgaoMaximo': {'codigo': '63000', 'sigla': 'AGU', 'nome': 'Advocacia-Geral da União'}}","{'codigo': '110096', 'nome': 'SUPERINT. DE ADMINISTRACAO EM PERNAMBUCO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '20114', 'cnpj': '', 'sigla': '', 'nome': 'ADVOCACIA-GERAL DA UNIAO AGU'}, 'orgaoMaximo': {'codigo': '20000', 'sigla': '', 'nome': 'PRESIDENCIA DA REPUBLICA - PRES'}}",1139117.89,569558.97
"{'numero': '000352013', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação de empresa especializada para prestação de serviços de Telefonia Móvel (Serviço Móvel Pessoal - SMP), para comunicação de voz e dados, via rede móvel disponível nacionalmente com tecnologia digital, na modalidade tipo Plano corporativo Pós-pago, com fornecimento de SIMCARDs, aparelhos telefônicos celulares e assessórios, sob a forma de comodato, para atender às necessidades das unidades da AGU nos Estados do Rio de Janeiro e Espirito Santo.', 'numeroProcesso': '00592000846201350', 'contatoResponsavel': 'JOAO ALVES DE ABREU'}",2014-02-14,2016-02-13,2014-02-14,2021-08-17,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,671640807,Pregão - Registro de Preço,000012014,Sem informação,"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS CONTINUADOS DE TELEFONIA MÓVEL (SMP), PARA COMUNICAÇÃO DE VOZ E DADOS, VIA REDE MÓVEL DISPONÍVEL NACIONALMENTE COM TECNOLOGIA DIGITAL, NA MODALIDADE TIPO PLANO CORPORATIVO PÓS-PAGO, COM FORNECIMENTO DE MODENS 3G/4G, SIMCARDS, APARELHOS TELEFÔNICOS CELULARES E ASSESSÓRIOS, SOB A FORMA DE COMODATO, PARA ATENDER ÀS NECESSIDADES DAS UNIDADES DA AGU NOS ESTADOS DO RIO DE JANEIRO E DO ESPÍRITO SANTO.",Não se aplica,"{'codigo': '110102', 'nome': 'SUPERINTENDENCIA REG. DE ADMIN. DA 2ª REGIAO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '63000', 'cnpj': '26994558000123', 'sigla': 'AGU', 'nome': 'Advocacia-Geral da União - Unidades com vínculo direto'}, 'orgaoMaximo': {'codigo': '63000', 'sigla': 'AGU', 'nome': 'Advocacia-Geral da União'}}","{'codigo': '110102', 'nome': 'SUPERINT. DE ADMINISTRACAO NO RIO DE JANEIRO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '20114', 'cnpj': '', 'sigla': '', 'nome': 'ADVOCACIA-GERAL DA UNIAO AGU'}, 'orgaoMaximo': {'codigo': '20000', 'sigla': '', 'nome': 'PRESIDENCIA DA REPUBLICA - PRES'}}",307715.13,307715.13
"{'numero': '000522014', 'objeto': 'Objeto: Contratação de empresa especializada para prestação de serviços de Telefonia Móvel (Serviço Móvel Pessoal - SMP), para comunicação de voz e dados, via rede móvel disponível nacionalmente com tecnologia digital, a fim de atender à demanda do Cmdo 4ª Bda C Mec', 'numeroProcesso': '64293004306201483', 'contatoResponsavel': 'JOSE COSTA JUNIOR'}",2014-08-01,2015-07-31,2014-08-01,2014-09-03,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}","Fundamento Legal: Lei 8.666/93, Dec 93.872/86, Dec 4.485/02",671655143,Dispensa de Licitação,32014,Sem informação,Objeto: Contratação de serviços de telefonia móvel (SMP),Publicado,"{'codigo': '160149', 'nome': 'COMANDO 4 BRIGADA DE CAVALARIA MECANIZADA', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52121', 'cnpj': '00394452000103', 'sigla': 'CMDO EXÉRCITO', 'nome': 'Comando do Exército'}, 'orgaoMaximo': {'codigo': '52000', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa'}}","{'codigo': '160149', 'nome': 'MEX-COMANDO 4.BRIGADA CAVALARIA MECANIZADA/MS', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52121', 'cnpj': '', 'sigla': '', 'nome': 'COMANDO DO EXERCITO'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",53348.4,53348.4
"{'numero': '000012011', 'objeto': 'Objeto: Pregão Eletrônico -  Eventual contratação de empresa especializada para prestação de serviço telefônico fixo comutado (STFC) e banda larga de internet.', 'numeroProcesso': '64005005028201056', 'contatoResponsavel': 'ROBSON SANTANA DE CARVALHO'}",2011-03-15,2012-03-15,2011-03-15,2011-05-05,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}","Fundamento Legal: Art. 61, Parágrafo único da Lei nº 8.666/93.",671773345,Pregão - Registro de Preço,12011,Sem informação,Objeto: Contratação de serviços de telefonia fixa.,Publicado,"{'codigo': '160529', 'nome': 'ARSENAL DE GUERRA DE SAO PAULO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52121', 'cnpj': '00394452000103', 'sigla': 'CMDO EXÉRCITO', 'nome': 'Comando do Exército'}, 'orgaoMaximo': {'codigo': '52000', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa'}}","{'codigo': '160529', 'nome': 'MEX/AR. GUERRA/SP', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52121', 'cnpj': '', 'sigla': '', 'nome': 'COMANDO DO EXERCITO'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",60.04,38117.0
"{'numero': '000272011', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação de serviço telefônico fixo comutado local (STFC-local).', 'numeroProcesso': '3218/ICEA/2011', 'contatoResponsavel': 'RICARDO BARION'}",2012-02-27,2014-08-26,2012-02-27,2012-03-14,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: Lei 8.666/93,671785505,Pregão,12012,Sem informação,Objeto: Contratação de serviço telefônico fixo comutado local (STFC-loca).,Publicado,"{'codigo': '120067', 'nome': 'INSTITUTO DE CONTROLE DO ESPACO AEREO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52111', 'cnpj': '00394429000100', 'sigla': 'CMDO AERONÁUTICA', 'nome': 'Comando da Aeronáutica'}, 'orgaoMaximo': {'codigo': '52000', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa'}}","{'codigo': '120067', 'nome': 'INSTITUTO DE CONTROLE DO ESPAÇO AÉREO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52111', 'cnpj': '', 'sigla': '', 'nome': 'COMANDO DA AERONAUTICA'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",27418.87,13562.43
"{'numero': '000032013', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação do serviço continuado de Link Lan-to-Lan 100Mbps fibra ótica com redundância para interligar o CTN ao NARA/ANSP/Terremark   NAP do Brasil.', 'numeroProcesso': '707/2012', 'contatoResponsavel': 'EDUARDO DE AZEREDO COSTA'}",2013-03-28,2014-03-27,2013-03-28,2013-06-14,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}","Fundamento Legal: Lei 10520/02, Decreto 5450/05Lei 8078/90-CDC, Decreto 3722/01, 2271/97, IN 02/08, LC 123/06 e Lei 8666/93.",671810337,Pregão,72013,Sem informação,Objeto: Contrato de prestação de serviços continuados de LINK LAN-TO-LAN 100MBPS Fibra Ótica com redundância para interligar o CTN ao NARA/ANSP/TERREMARK - NAP do Brasil,Publicado,"{'codigo': '264001', 'nome': 'FUNDACENTRO - FUND.JORGE DUPRAT/CTN/SEDE - SP', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37201', 'cnpj': '62428073000136', 'sigla': 'FUNDACENTRO', 'nome': 'Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho'}, 'orgaoMaximo': {'codigo': '40000', 'sigla': 'MTE', 'nome': 'Ministério do Trabalho e Emprego'}}","{'codigo': '264001', 'nome': 'FUNDAÇÃO J.D.FIGUEIREDO SEG.MED.TRABALHO/SP', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '38000', 'cnpj': '', 'sigla': '', 'nome': 'MINISTERIO DO TRABALHO E EMPREGO'}, 'orgaoMaximo': {'codigo': '20000', 'sigla': '', 'nome': 'PRESIDENCIA DA REPUBLICA - PRES'}}",334753.51,53432.76
"{'numero': '000242013', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação de empresa especializada para prestação de serviços de Telefonia Móvel Pessoal - SMP, para comunicação de voz e dados, com fornecimento de aparelhos, em regime de comodato, conforme especificações e condições constantes do Edital e seus Anexos.', 'numeroProcesso': '03110020829201211', 'contatoResponsavel': 'ANA CLECIA SILVA GONCALVES DE FRANCA'}",2013-08-27,2014-08-26,2013-08-27,2013-09-25,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}","Fundamento Legal: Leis 10520/02, 12349/10, 12440/11 e 8666/93, LC 123/06 e Decretos 5450/05, 3722/01, 2271/97 e 62014/07.",671822497,Pregão,582013,Sem informação,"Objeto: Prestação de serviços de Telefonia Móvel Pessoal - SMP, para comunicação de voz e dados, com fornecimento de aparelhos, em regime de comodato.",Publicado,"{'codigo': '201004', 'nome': 'COORDENACAO-GERAL DE AQUISICOES - CGEAQ', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '46000', 'cnpj': '00489828000155', 'sigla': 'MGI', 'nome': 'Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto'}, 'orgaoMaximo': {'codigo': '46000', 'sigla': 'MGI', 'nome': 'Ministério da Gestão e da Inovação em Serviços Públicos'}}","{'codigo': '201004', 'nome': 'MP-COORDENAÇÃO GERAL DE AQUISIÇÕES', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '20113', 'cnpj': '', 'sigla': '', 'nome': 'MINISTERIO DO PLANEJAMENTO E ORÇAMENTO - MPO'}, 'orgaoMaximo': {'codigo': '20000', 'sigla': '', 'nome': 'PRESIDENCIA DA REPUBLICA - PRES'}}",2897594.0,1611920.0
"{'numero': '002402013', 'objeto': 'Objeto: Pregão Eletrônico -  Item 1 - Operação de Serviço Telefônico Fixo Comutado   STFC:    Contratação de empresa especializada para operação - tráfego de chamadas entre a rede pública de telefonia e o Campus Capivari do Instituto Federal de Educação Ciência e Tecnologia   IFSP:    Modalidade Local para chamadas com origem no Município de Capivari/SP e com destino em pontos situados na área geográfica abrangida por esta cidade, definida pela Anatel na RESOLUÇÃO N¿ 560, DE 21 DE JANEIRO DE 2011.  Estimativa an', 'numeroProcesso': '23313000163201397', 'contatoResponsavel': 'WALDO LUIS DE LUCCA'}",2013-12-12,2015-01-15,2014-01-16,2014-02-05,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: Lei 8666/93 e alterações,671837665,Pregão,22013,Sem informação,"Objeto: Contratação de empresa especializada para operação de tráfego de chamadas entre a rede pública de telefonia e o campus Capivari do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo - IFSP - na modalidade local e longa distância nacional subdividida em Intra-regional e Inter-regional.",Publicado,"{'codigo': '158712', 'nome': 'IFSP - CAMPUS CAPIVARI', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '26439', 'cnpj': '10882594000165', 'sigla': 'IFSP', 'nome': 'Instituto Federal de Educação, Ciência e Tecnologia de São Paulo'}, 'orgaoMaximo': {'codigo': '26000', 'sigla': 'MEC', 'nome': 'Ministério da Educação'}}","{'codigo': '158712', 'nome': 'INST. FED. DE SÃO PAULO/CAMPUS CAPIVARI', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '26439', 'cnpj': '', 'sigla': '', 'nome': 'INST.FED.DE EDUC.,CIENC.E TEC. DE SÃO PAULO'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",141385.43,49000.0
"{'numero': '002402013', 'objeto': 'Objeto: Pregão Eletrônico -  Item 1 - Operação de Serviço Telefônico Fixo Comutado   STFC:    Contratação de empresa especializada para operação - tráfego de chamadas entre a rede pública de telefonia e o Campus Capivari do Instituto Federal de Educação Ciência e Tecnologia   IFSP:    Modalidade Local para chamadas com origem no Município de Capivari/SP e com destino em pontos situados na área geográfica abrangida por esta cidade, definida pela Anatel na RESOLUÇÃO N¿ 560, DE 21 DE JANEIRO DE 2011.  Estimativa an', 'numeroProcesso': '23313000163201397', 'contatoResponsavel': 'WALDO LUIS DE LUCCA'}",2013-12-12,2015-01-15,2014-01-16,2014-02-05,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: Lei 8666/93 e alterações.,671837601,Pregão,32013,Sem informação,"Objeto: Contratação de empresa para a prestação de serviço de conectividade IP, por meio de link dedicado com o mínimo de cinco endereços IP navegáveis na internet para o Campus Capivari do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo - IFSP.",Publicado,"{'codigo': '158712', 'nome': 'IFSP - CAMPUS CAPIVARI', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '26439', 'cnpj': '10882594000165', 'sigla': 'IFSP', 'nome': 'Instituto Federal de Educação, Ciência e Tecnologia de São Paulo'}, 'orgaoMaximo': {'codigo': '26000', 'sigla': 'MEC', 'nome': 'Ministério da Educação'}}","{'codigo': '158712', 'nome': 'INST. FED. DE SÃO PAULO/CAMPUS CAPIVARI', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '26439', 'cnpj': '', 'sigla': '', 'nome': 'INST.FED.DE EDUC.,CIENC.E TEC. DE SÃO PAULO'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",315600.0,157800.0
"{'numero': '007002017', 'objeto': 'Objeto: Serviço de comunicação de dados com a tecnologia DWDM', 'numeroProcesso': '700-2017', 'contatoResponsavel': 'ANTONIO DE PADUA FERREIRA PASSOS'}",2017-05-31,2017-08-30,2017-05-31,2017-06-06,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}","Fundamento Legal: Art. 24, Inciso IV, da Lei 8.666/93.",671741095,Dispensa de Licitação,588442017,Sem informação,Objeto: Serviços de Comunicação de Dados com a Tecnologia DWDM.,Publicado,"{'codigo': '806030', 'nome': 'SERPRO - SEDE - BRASILIA', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '25207', 'cnpj': '33683111001928', 'sigla': 'SERPRO', 'nome': 'Serviço Federal de Processamento de Dados'}, 'orgaoMaximo': {'codigo': '25000', 'sigla': 'MFAZ', 'nome': 'Ministério da Fazenda'}}","{'codigo': '806030', 'nome': 'SERPRO - SEDE BRASILIA', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '25207', 'cnpj': '', 'sigla': '', 'nome': 'SERVICO FEDERAL DE PROCESSAMENTO DE DADOS'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",265163.55,265163.55
"{'numero': '000372015', 'objeto': 'Objeto: Aquisição de serviço de telefonia fixa', 'numeroProcesso': '64547004037201515', 'contatoResponsavel': 'LUIS ANTONIO HENRIQUE PEREIRA'}",2015-10-26,2015-12-31,2015-10-26,2015-10-27,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: Inc IX do Art. 24 da Lei 8.666/93.,671889633,Dispensa de Licitação,42015,Sem informação,"Objeto: Contratação de serviços de telefonia fixa em caráter emergencial, nos termos do Inc IVdo Art. 24 da Lei 8.666 de 1993.",Publicado,"{'codigo': '160470', 'nome': '12 GRUPO DE ARTILHARIA DE CAMPANHA', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52121', 'cnpj': '00394452000103', 'sigla': 'CMDO EXÉRCITO', 'nome': 'Comando do Exército'}, 'orgaoMaximo': {'codigo': '52000', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa'}}","{'codigo': '160470', 'nome': '12 GRUPO DE ARTILHARIA DE CAMPANHA', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52121', 'cnpj': '', 'sigla': '', 'nome': 'COMANDO DO EXERCITO'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",823.03,823.03
